"Url Tested","Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI","Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI","Date & Time"
https://www.personaldrivers.com/,100,96,100,100,0.6 s,0.8 s,0.001,20 ms,0.8 s,2.1 s,100,96,100,100,0.2 s,0.3 s,0.003,20 ms,0.8 s,2.1 s,01/26/2024
https://www.personaldrivers.com/about-us/contact-personal-drivers/,100,97,100,100,0.4 s,0.6 s,0,50 ms,0.7 s,1.2 s,100,97,100,100,0.2 s,0.3 s,0,50 ms,0.7 s,1.2 s,01/26/2024
https://www.personaldrivers.com/prices-and-services/,100,96,100,93,0.4 s,0.7 s,0,10 ms,0.6 s,1.2 s,99,96,100,92,0.2 s,0.3 s,0.009,10 ms,0.6 s,1.2 s,01/26/2024
https://www.personaldrivers.com/faq/,100,96,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,1.1 s,100,96,100,100,0.2 s,0.3 s,0,0 ms,0.5 s,1.1 s,01/26/2024
https://www.personaldrivers.com/video-library/hire-a-driver-intro-video/,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.9 s,100,96,100,100,0.3 s,0.4 s,0.006,0 ms,0.5 s,0.9 s,01/26/2024
https://www.personaldrivers.com/video-library/video-hire-personal-driver/,100,96,100,100,0.8 s,0.8 s,0,0 ms,0.8 s,1.2 s,100,96,100,100,0.2 s,0.6 s,0.006,0 ms,0.8 s,1.2 s,01/26/2024
https://www.personaldrivers.com/video-library/,100,96,100,100,0.7 s,0.7 s,0,0 ms,0.7 s,1.1 s,100,96,100,100,0.3 s,0.3 s,0.006,0 ms,0.7 s,1.1 s,01/26/2024
https://www.personaldrivers.com/sitemap/,100,96,100,99,0.5 s,0.6 s,0,20 ms,0.6 s,1.1 s,100,96,100,100,0.1 s,0.2 s,0.01,20 ms,0.6 s,1.1 s,01/26/2024
https://www.personaldrivers.com/prices-and-services/snowbird-transport/,100,96,100,100,0.4 s,0.7 s,0.006,70 ms,0.6 s,1.3 s,100,96,100,100,0.2 s,0.3 s,0.007,70 ms,0.6 s,1.3 s,01/26/2024
https://www.personaldrivers.com/road-trip/tools/gas-calculator/,100,96,95,100,0.5 s,0.6 s,0,0 ms,0.6 s,1.2 s,100,96,95,100,0.3 s,0.3 s,0.03,0 ms,0.6 s,1.2 s,01/26/2024
https://www.personaldrivers.com/prices-and-services/rv-driver/,100,96,100,100,0.5 s,0.7 s,0,0 ms,0.7 s,1.3 s,100,96,100,100,0.3 s,0.4 s,0.011,0 ms,0.7 s,1.3 s,01/26/2024
https://www.personaldrivers.com/prices-and-services/road-trip-driver/,100,96,100,100,0.6 s,0.7 s,0,10 ms,0.7 s,1.9 s,99,96,100,100,0.3 s,0.3 s,0.059,10 ms,0.7 s,1.9 s,01/26/2024
https://www.personaldrivers.com/prices-and-services/rental-truck-driver/,100,96,100,100,0.5 s,0.7 s,0.016,10 ms,0.6 s,1.3 s,99,96,100,100,0.2 s,0.3 s,0.007,10 ms,0.6 s,1.3 s,01/26/2024
https://www.personaldrivers.com/prices-and-services/private-driver/,100,96,100,100,0.5 s,0.7 s,0.024,50 ms,0.6 s,1.3 s,99,96,100,100,0.2 s,0.3 s,0.041,50 ms,0.6 s,1.3 s,01/26/2024
https://www.personaldrivers.com/prices-and-services/pet-transport/,100,96,100,100,0.5 s,0.7 s,0.024,0 ms,0.6 s,1.3 s,99,96,100,100,0.2 s,0.4 s,0.057,0 ms,0.6 s,1.3 s,01/26/2024
https://www.personaldrivers.com/prices-and-services/personal-driver/,100,93,100,100,0.4 s,0.7 s,0,80 ms,0.6 s,1.2 s,98,93,100,100,0.2 s,0.3 s,0.085,80 ms,0.6 s,1.2 s,01/26/2024
https://www.personaldrivers.com/prices-and-services/hire-a-driver/,100,96,100,100,0.4 s,0.7 s,0,60 ms,0.6 s,1.2 s,100,96,100,100,0.3 s,0.3 s,0.007,60 ms,0.6 s,1.2 s,01/26/2024
https://www.personaldrivers.com/prices-and-services/long-distance-driver/,100,96,100,100,0.5 s,0.7 s,0,0 ms,0.6 s,1.3 s,100,96,100,100,0.2 s,0.3 s,0.007,0 ms,0.6 s,1.3 s,01/26/2024
https://www.personaldrivers.com/prices-and-services/car-delivery/,100,96,100,100,0.5 s,0.7 s,0,10 ms,0.5 s,1.3 s,98,96,100,100,0.2 s,0.3 s,0.007,10 ms,0.5 s,1.3 s,01/26/2024
https://www.personaldrivers.com/get-rv-driver-quote/,100,96,100,100,0.4 s,0.6 s,0,40 ms,0.6 s,1.0 s,100,96,100,100,0.2 s,0.3 s,0.011,40 ms,0.6 s,1.0 s,01/26/2024
https://www.personaldrivers.com/get-pet-transport-quote/,100,100,100,100,0.4 s,0.6 s,0,10 ms,0.6 s,1.0 s,100,96,100,100,0.2 s,0.3 s,0.003,10 ms,0.6 s,1.0 s,01/26/2024
https://www.personaldrivers.com/get-moving-truck-driver-quote/,100,100,100,100,0.4 s,0.6 s,0,0 ms,0.4 s,1.1 s,100,96,100,100,0.2 s,0.2 s,0.003,0 ms,0.4 s,1.1 s,01/26/2024
https://www.personaldrivers.com/get-car-delivery-quote/,100,96,100,100,0.4 s,0.6 s,0,10 ms,0.6 s,1.1 s,100,96,100,100,0.2 s,0.3 s,0.011,10 ms,0.6 s,1.1 s,01/26/2024
https://www.personaldrivers.com/get-driver-for-road-trip-quote/,100,100,100,100,0.5 s,0.6 s,0.001,10 ms,0.5 s,1.4 s,100,96,100,100,0.2 s,0.2 s,0.003,10 ms,0.5 s,1.4 s,01/26/2024
https://www.personaldrivers.com/get-a-free-quote/,100,100,100,100,0.4 s,0.6 s,0,10 ms,0.5 s,1.0 s,100,96,100,100,0.2 s,0.2 s,0.005,10 ms,0.5 s,1.0 s,01/26/2024
https://www.personaldrivers.com/faq/rv-driver-faq/,100,96,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,1.1 s,100,96,100,100,0.2 s,0.3 s,0.006,0 ms,0.5 s,1.1 s,01/26/2024
https://www.personaldrivers.com/faq/road-trip-driver-faq/,100,96,100,100,0.5 s,0.7 s,0,0 ms,0.5 s,1.1 s,100,96,100,100,0.2 s,0.3 s,0,0 ms,0.5 s,1.1 s,01/26/2024
https://www.personaldrivers.com/faq/rental-truck-driver-faq/,100,96,100,100,0.5 s,0.7 s,0,0 ms,0.6 s,1.2 s,100,96,100,100,0.3 s,0.3 s,0.001,0 ms,0.6 s,1.2 s,01/26/2024
https://www.personaldrivers.com/faq/private-driver-faq/,100,96,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,1.1 s,100,96,100,100,0.2 s,0.2 s,0.059,0 ms,0.5 s,1.1 s,01/26/2024
https://www.personaldrivers.com/faq/personal-driver-faq/,100,96,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,1.1 s,100,96,100,100,0.2 s,0.3 s,0.006,0 ms,0.5 s,1.1 s,01/26/2024
https://www.personaldrivers.com/faq/pet-transport-faq/,100,96,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,1.3 s,100,96,100,100,0.2 s,0.2 s,0,0 ms,0.5 s,1.3 s,01/26/2024
https://www.personaldrivers.com/faq/long-distance-driver-faq/,100,96,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,1.1 s,100,96,100,100,0.1 s,0.2 s,0,0 ms,0.5 s,1.1 s,01/26/2024
https://www.personaldrivers.com/faq/hire-a-driver-faq/,100,96,100,100,0.5 s,0.6 s,0,10 ms,0.6 s,1.1 s,100,96,100,100,0.3 s,0.3 s,0,10 ms,0.6 s,1.1 s,01/26/2024
https://www.personaldrivers.com/faq/car-delivery-faq/,100,96,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,1.1 s,100,96,100,100,0.2 s,0.3 s,0,0 ms,0.5 s,1.1 s,01/26/2024
https://www.personaldrivers.com/driving-jobs/,100,95,100,100,0.4 s,0.5 s,0,10 ms,0.5 s,1.0 s,100,95,100,100,0.2 s,0.2 s,0,10 ms,0.5 s,1.0 s,01/26/2024
https://www.personaldrivers.com/driving-job-application/,100,93,100,100,0.4 s,0.6 s,0,20 ms,0.6 s,1.0 s,100,93,100,100,0.1 s,0.2 s,0.006,20 ms,0.6 s,1.0 s,01/26/2024
https://www.personaldrivers.com/about-us/vision-mission-principles/,100,96,100,100,0.4 s,0.6 s,0,0 ms,0.5 s,1.0 s,100,96,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,1.0 s,01/26/2024
https://www.personaldrivers.com/about-us/,100,96,100,100,0.4 s,0.6 s,0,0 ms,0.5 s,1.1 s,100,96,100,100,0.2 s,0.3 s,0.001,0 ms,0.5 s,1.1 s,01/26/2024
https://www.personaldrivers.com/blog/,100,95,100,100,0.5 s,0.8 s,0,50 ms,0.6 s,1.2 s,100,95,100,100,0.3 s,0.4 s,0.003,50 ms,0.6 s,1.2 s,01/26/2024
https://www.personaldrivers.com/rental-truck-driver/rental-truck-contract/,98,96,100,100,0.7 s,0.7 s,0.095,0 ms,0.8 s,1.4 s,100,96,100,100,0.4 s,0.4 s,0,0 ms,0.8 s,1.4 s,01/26/2024
https://www.personaldrivers.com/hire-a-driver/ultimate-luxury-road-trips/,100,96,100,100,0.4 s,0.6 s,0,0 ms,0.5 s,1.1 s,100,96,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,1.1 s,01/26/2024
