"Url Tested","Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI","Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI","Date & Time"
https://wordpress-973197-3404928.cloudwaysapps.com/blog/,100,97,100,93,0.4 s,0.5 s,0,0 ms,0.4 s,0.7 s,100,100,100,92,0.5 s,0.6 s,0,0 ms,0.4 s,0.7 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/blog/artificial-pet-turf/why-artificial-grass-is-best-for-dog-run/,100,97,100,93,0.4 s,0.4 s,0,0 ms,0.4 s,0.4 s,100,100,100,92,0.4 s,0.5 s,0,0 ms,0.4 s,0.4 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/blog/artificial-grass/artificial-grass-installations-7-most-popular-applications/,100,97,100,93,0.3 s,0.4 s,0,0 ms,0.3 s,0.7 s,100,100,100,92,0.4 s,0.4 s,0,0 ms,0.3 s,0.7 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/blog/artificial-grass/benefits-realistic-fake-grass-installation/,100,97,100,93,0.3 s,0.4 s,0,0 ms,0.4 s,0.4 s,100,100,100,92,0.4 s,0.4 s,0,0 ms,0.4 s,0.4 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/blog/artificial-grass/artificial-grass-in-winter-top-benefits-of-an-artificial-lawn-in-cold-weather/,100,98,100,93,0.3 s,0.3 s,0,0 ms,0.3 s,0.5 s,100,100,100,92,0.4 s,0.4 s,0,0 ms,0.3 s,0.5 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/blog/artificial-grass/artificial-grass-cost/,100,98,100,93,0.3 s,0.4 s,0,20 ms,0.4 s,0.4 s,100,100,100,92,0.5 s,0.6 s,0.001,20 ms,0.4 s,0.4 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/blog/artificial-grass/diy-artificial-grass-installation-common-mistakes/,100,98,100,93,0.4 s,0.4 s,0,0 ms,0.4 s,0.4 s,100,100,100,92,0.4 s,0.4 s,0,0 ms,0.4 s,0.4 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/blog/artificial-pet-turf/fake-grass-for-dogs/,100,98,100,93,0.4 s,0.4 s,0,0 ms,0.4 s,0.5 s,100,100,100,92,0.4 s,0.4 s,0.006,0 ms,0.4 s,0.5 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/blog/artificial-grass/why-homeowners-prefer-artificial-grass/,100,98,100,93,0.3 s,0.4 s,0.001,0 ms,0.3 s,0.4 s,100,100,100,92,0.3 s,0.4 s,0.011,0 ms,0.3 s,0.4 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/blog/landscaping/landscape-design-stunning-ideas-for-synthetic-grass/,100,98,100,93,0.4 s,0.4 s,0,0 ms,0.4 s,0.4 s,100,100,100,92,0.4 s,0.4 s,0,0 ms,0.4 s,0.4 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/blog/artificial-grass/green-artificial-grass-benefits-the-environment/,100,98,100,93,0.3 s,0.3 s,0,0 ms,0.3 s,0.5 s,100,100,100,92,0.3 s,0.4 s,0.011,0 ms,0.3 s,0.5 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/blog/putting-green/why-choose-synthetic-grass-for-sports-fields-turf/,100,98,100,93,0.3 s,0.4 s,0,0 ms,0.3 s,0.3 s,100,100,100,92,0.6 s,0.6 s,0,0 ms,0.3 s,0.3 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/blog/artificial-grass/install-artificial-grass-achieve-2020-new-years-resolutions/,100,97,100,93,0.4 s,0.4 s,0,0 ms,0.4 s,0.5 s,100,100,100,92,0.4 s,0.4 s,0,0 ms,0.4 s,0.5 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/blog/artificial-grass/artificial-grass-garden-using-artificial-grass-for-living-plants-and-trees/,100,97,100,93,0.3 s,0.3 s,0,0 ms,0.3 s,0.3 s,100,100,100,92,0.3 s,0.4 s,0.001,0 ms,0.3 s,0.3 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/blog/,100,97,100,93,1.1 s,1.2 s,0,0 ms,1.1 s,1.5 s,91,100,100,92,1.0 s,1.1 s,0,0 ms,1.1 s,1.5 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/,100,98,100,93,0.4 s,1.3 s,0.001,40 ms,0.5 s,0.8 s,100,100,100,92,0.4 s,0.8 s,0.005,40 ms,0.5 s,0.8 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/services/artificial-grass-maintenance/,100,97,100,93,0.4 s,0.4 s,0,0 ms,0.4 s,0.4 s,100,100,100,92,0.4 s,0.4 s,0,0 ms,0.4 s,0.4 s,04/03/2023
https://wordpress-973197-3404928.cloudwaysapps.com/artificial-pet-turf-free-quote/,100,98,100,93,0.4 s,0.4 s,0.001,0 ms,0.4 s,0.4 s,100,100,100,92,0.3 s,0.4 s,0,0 ms,0.4 s,0.4 s,04/03/2023
