"Url Tested","Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI","Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI","Date & Time"
https://www.personaldrivers.com/,94,92,95,100,0.9 s,1.1 s,0,290 ms,2.4 s,2.2 s,83,93,95,100,0.6 s,0.9 s,0,290 ms,2.4 s,2.2 s,12/10/2023
https://www.personaldrivers.com/get-pet-transport-quote/,96,100,95,100,0.8 s,1.1 s,0,240 ms,2.2 s,1.4 s,81,100,95,100,0.6 s,0.7 s,0,240 ms,2.2 s,1.4 s,12/10/2023
https://www.personaldrivers.com/get-moving-truck-driver-quote/,94,100,95,100,0.8 s,1.0 s,0,280 ms,2.2 s,1.4 s,100,100,95,100,0.5 s,0.6 s,0,280 ms,2.2 s,1.4 s,12/10/2023
https://www.personaldrivers.com/get-rv-driver-quote/,98,100,95,100,0.8 s,1.1 s,0,170 ms,2.2 s,1.3 s,91,100,95,100,0.5 s,0.6 s,0,170 ms,2.2 s,1.3 s,12/10/2023
https://www.personaldrivers.com/about-us/contact-personal-drivers/,93,97,95,100,0.8 s,1.0 s,0,300 ms,2.2 s,1.3 s,91,97,95,100,0.5 s,0.7 s,0,300 ms,2.2 s,1.3 s,12/10/2023
https://www.personaldrivers.com/services/rv-driver/,94,88,95,98,0.8 s,1.1 s,0,280 ms,2.3 s,1.5 s,99,88,95,100,0.6 s,0.8 s,0,280 ms,2.3 s,1.5 s,12/10/2023
https://www.personaldrivers.com/services/hire-a-driver/,95,88,95,98,0.8 s,1.0 s,0,260 ms,2.2 s,1.4 s,95,88,95,100,0.6 s,0.8 s,0,260 ms,2.2 s,1.4 s,12/10/2023
https://www.personaldrivers.com/services/pet-transport/,96,88,95,98,0.8 s,1.0 s,0,220 ms,2.2 s,1.5 s,91,88,95,100,0.5 s,0.8 s,0,220 ms,2.2 s,1.5 s,12/10/2023
https://www.personaldrivers.com/services/car-delivery/,92,88,95,97,0.8 s,1.1 s,0,340 ms,2.3 s,1.4 s,87,88,95,100,0.5 s,0.7 s,0,340 ms,2.3 s,1.4 s,12/10/2023
https://www.personaldrivers.com/about-us/,100,93,95,100,0.8 s,0.9 s,0,40 ms,1.9 s,1.3 s,88,93,95,100,0.5 s,0.8 s,0,40 ms,1.9 s,1.3 s,12/10/2023
https://www.personaldrivers.com/get-driver-for-road-trip-quote/,94,100,95,100,0.8 s,1.0 s,0,300 ms,2.2 s,1.2 s,94,100,95,100,0.5 s,0.6 s,0,300 ms,2.2 s,1.2 s,12/10/2023
https://www.personaldrivers.com/get-car-delivery-quote/,97,100,95,100,0.8 s,1.2 s,0,200 ms,2.3 s,1.3 s,86,100,95,100,0.6 s,0.8 s,0,200 ms,2.3 s,1.3 s,12/10/2023
https://www.personaldrivers.com/faq/,98,91,95,96,0.8 s,1.3 s,0,150 ms,2.3 s,1.6 s,92,91,95,100,0.6 s,0.8 s,0,150 ms,2.3 s,1.6 s,12/10/2023
https://www.personaldrivers.com/faq/private-driver-faq/,100,93,95,99,0.7 s,1.1 s,0,60 ms,1.8 s,1.2 s,88,93,95,100,0.5 s,0.7 s,0,60 ms,1.8 s,1.2 s,12/10/2023
https://www.personaldrivers.com/faq/personal-driver-faq/,96,96,95,98,0.8 s,1.2 s,0,250 ms,2.2 s,1.4 s,96,96,95,100,0.5 s,0.6 s,0,250 ms,2.2 s,1.4 s,12/10/2023
https://www.personaldrivers.com/faq/pet-transport-faq/,97,96,95,98,0.8 s,1.4 s,0,200 ms,2.2 s,1.5 s,88,96,95,100,0.6 s,0.7 s,0,200 ms,2.2 s,1.5 s,12/10/2023
https://www.personaldrivers.com/faq/rv-driver-faq/,90,96,95,97,0.8 s,1.1 s,0,430 ms,2.4 s,1.3 s,88,96,95,100,0.5 s,0.7 s,0,430 ms,2.4 s,1.3 s,12/10/2023
https://www.personaldrivers.com/faq/road-trip-driver-faq/,98,96,95,98,0.8 s,1.1 s,0,160 ms,2.1 s,1.3 s,93,96,95,100,0.5 s,0.7 s,0,160 ms,2.1 s,1.3 s,12/10/2023
https://www.personaldrivers.com/faq/rental-truck-driver-faq/,97,96,95,98,0.9 s,1.1 s,0,200 ms,2.3 s,1.5 s,89,96,95,100,0.6 s,0.7 s,0,200 ms,2.3 s,1.5 s,12/10/2023
https://www.personaldrivers.com/faq/long-distance-driver-faq/,100,93,95,98,0.9 s,1.2 s,0,40 ms,1.8 s,1.5 s,87,93,95,100,0.5 s,0.6 s,0,40 ms,1.8 s,1.5 s,12/10/2023
https://www.personaldrivers.com/faq/car-delivery-faq/,99,93,95,98,0.8 s,1.0 s,0,140 ms,2.0 s,1.3 s,92,93,95,100,0.5 s,0.6 s,0,140 ms,2.0 s,1.3 s,12/10/2023
https://www.personaldrivers.com/faq/hire-a-driver-faq/,100,93,95,98,0.9 s,1.1 s,0,50 ms,2.0 s,1.4 s,94,93,95,100,0.5 s,0.6 s,0,50 ms,2.0 s,1.4 s,12/10/2023
https://www.personaldrivers.com/sitemap/,97,96,95,96,0.8 s,1.0 s,0,190 ms,2.1 s,1.4 s,89,96,95,100,0.5 s,0.6 s,0,190 ms,2.1 s,1.4 s,12/10/2023
