"Url Tested",Mobile_Diagnostics,Desktop_Diagnostics,"Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI",MDOM_Size,"Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI",DDOM_Size,"Date & Time"
https://www.personaldrivers.com/blog/,Issue,Issue,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.9 s,647,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.9 s,647,07/08/2024
https://www.personaldrivers.com/rental-truck-driver/rental-truck-contract/,Issue,Issue,100,100,100,99,0.6 s,0.6 s,0,0 ms,0.6 s,0.6 s,731,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.6 s,731,07/08/2024
https://www.personaldrivers.com/car-delivery/why-not-drive-car-for-vehicle-relocation/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.6 s,547,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.6 s,547,07/08/2024
https://www.personaldrivers.com/rv-driver/rv-driver-enhances-rv-adventure/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.6 s,552,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.6 s,552,07/08/2024
https://www.personaldrivers.com/rental-truck-driver/hire-a-moving-truck-driver-to-simplify-long-distance-diy-move/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.9 s,600,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.9 s,600,07/08/2024
https://www.personaldrivers.com/personal-driver/plan-perfect-road-trip-with-personal-driver/,Fixed,Fixed,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.5 s,592,100,100,100,92,0.6 s,0.6 s,0,0 ms,0.5 s,0.5 s,592,07/08/2024
https://www.personaldrivers.com/hire-a-driver/top-10-benefits-of-hire-a-driver-service/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.6 s,648,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.6 s,648,07/08/2024
https://www.personaldrivers.com/road-trip-driver/safe-and-stress-free-family-road-trip-with-road-trip-driver/,Fixed,Fixed,100,100,100,100,0.9 s,0.9 s,0,0 ms,0.9 s,1.1 s,613,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.9 s,1.1 s,613,07/08/2024
https://www.personaldrivers.com/rental-truck-driver/professional-rental-truck-driver-best-for-long-distance-move/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.9 s,606,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.6 s,0.9 s,606,07/08/2024
https://www.personaldrivers.com/personal-driver/ultimate-guide-to-personal-driver-costs/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.6 s,732,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.6 s,732,07/08/2024
https://www.personaldrivers.com/personal-driver/5-reasons-hiring-a-personal-driver/,Issue,Issue,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.6 s,540,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.6 s,540,07/08/2024
https://www.personaldrivers.com/hire-a-driver/ultimate-luxury-road-trips/,Issue,Issue,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.6 s,541,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.6 s,541,07/08/2024
https://www.personaldrivers.com/hire-a-driver/how-much-does-it-cost-to-hire-someone-to-drive-you-around/,Fixed,Fixed,100,100,100,100,0.6 s,0.7 s,0,0 ms,0.6 s,1.9 s,613,99,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.9 s,613,07/08/2024
https://www.personaldrivers.com/long-distance-driver/hire-a-long-distance-driver-cost/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.8 s,640,97,100,100,100,0.9 s,1.0 s,0,0 ms,0.6 s,1.8 s,640,07/08/2024
https://www.personaldrivers.com/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.8 s,697,100,100,100,100,0.6 s,0.6 s,0.017,0 ms,0.6 s,0.8 s,697,07/08/2024
https://www.personaldrivers.com/faq/pet-transport-faq/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.5 s,491,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.5 s,491,07/08/2024
https://www.personaldrivers.com/faq/rv-driver-faq/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.4 s,541,100,100,100,100,0.6 s,0.7 s,0,0 ms,0.6 s,1.4 s,541,07/08/2024
https://www.personaldrivers.com/faq/rental-truck-driver-faq/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.6 s,491,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.6 s,491,07/08/2024
https://www.personaldrivers.com/faq/car-delivery-faq/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.5 s,509,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.5 s,509,07/08/2024
https://www.personaldrivers.com/faq/hire-a-driver-faq/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.4 s,540,100,100,100,100,0.6 s,0.7 s,0,0 ms,0.6 s,1.4 s,540,07/08/2024
https://www.personaldrivers.com/faq/,Fixed,Fixed,100,100,100,97,0.6 s,0.6 s,0,0 ms,0.6 s,0.8 s,599,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.8 s,600,07/08/2024
https://www.personaldrivers.com/prices-and-services/rv-driver/,Fixed,Fixed,85,100,100,100,3.0 s,3.0 s,0,0 ms,3.0 s,5.2 s,730,100,100,100,100,0.6 s,0.7 s,0,0 ms,3.0 s,5.2 s,730,07/08/2024
