"Url Tested","Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI",MDOM_Size,"Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI",DDOM_Size,"Date & Time"
https://www.personaldrivers.com/blog/,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.8 s,667,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.6 s,0.8 s,667,04/23/2024
https://www.personaldrivers.com/hire-a-driver/how-much-does-it-cost-to-hire-someone-to-drive-you-around/,100,100,100,100,0.5 s,0.6 s,0.036,0 ms,0.6 s,0.6 s,648,96,100,100,100,0.2 s,0.3 s,0,0 ms,0.6 s,0.6 s,648,04/23/2024
https://www.personaldrivers.com/hire-a-driver/ultimate-luxury-road-trips/,100,100,100,100,0.5 s,0.6 s,0.003,0 ms,0.5 s,0.6 s,566,98,100,100,100,0.2 s,0.3 s,0,0 ms,0.5 s,0.6 s,566,04/23/2024
https://www.personaldrivers.com/personal-driver/ultimate-guide-to-personal-driver-costs/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,0.6 s,744,97,100,100,100,0.2 s,0.3 s,0,0 ms,0.6 s,0.6 s,744,04/23/2024
https://www.personaldrivers.com/personal-driver/5-reasons-hiring-a-personal-driver/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,0.6 s,555,99,100,100,100,0.2 s,0.3 s,0,0 ms,0.6 s,0.6 s,555,04/23/2024
https://www.personaldrivers.com/personal-driver/plan-perfect-road-trip-with-personal-driver/,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.6 s,604,100,100,100,100,0.3 s,0.4 s,0.006,0 ms,0.5 s,0.6 s,604,04/23/2024
https://www.personaldrivers.com/car-delivery/why-not-drive-car-for-vehicle-relocation/,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.6 s,561,99,100,100,100,0.2 s,0.3 s,0,0 ms,0.5 s,0.6 s,561,04/23/2024
https://www.personaldrivers.com/rental-truck-driver/professional-rental-truck-driver-best-for-long-distance-move/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,0.6 s,618,100,100,100,100,0.1 s,0.2 s,0,0 ms,0.6 s,0.6 s,618,04/23/2024
https://www.personaldrivers.com/hire-a-driver/top-10-benefits-of-hire-a-driver-service/,99,100,100,100,0.4 s,0.5 s,0,90 ms,0.5 s,0.6 s,660,99,100,100,100,0.1 s,0.2 s,0,90 ms,0.5 s,0.6 s,660,04/23/2024
https://www.personaldrivers.com/road-trip-driver/safe-and-stress-free-family-road-trip-with-road-trip-driver/,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.5 s,623,99,100,100,100,0.1 s,0.3 s,0,0 ms,0.5 s,0.5 s,623,04/23/2024
https://www.personaldrivers.com/rv-driver/rv-driver-enhances-rv-adventure/,100,100,100,100,0.4 s,0.5 s,0,80 ms,0.6 s,0.6 s,566,100,100,100,100,0.3 s,0.4 s,0,80 ms,0.6 s,0.6 s,566,04/23/2024
https://www.personaldrivers.com/rental-truck-driver/hire-a-moving-truck-driver-to-simplify-long-distance-diy-move/,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.6 s,612,99,100,100,100,0.2 s,0.3 s,0,0 ms,0.5 s,0.6 s,612,04/23/2024
https://www.personaldrivers.com/rental-truck-driver/rental-truck-contract/,98,100,100,100,0.4 s,0.5 s,0,180 ms,0.7 s,0.7 s,746,94,100,100,100,0.2 s,0.4 s,0,180 ms,0.7 s,0.7 s,746,04/23/2024
https://www.personaldrivers.com/prices-and-services/car-delivery/,100,100,100,100,0.4 s,0.5 s,0,70 ms,0.6 s,0.6 s,712,97,100,100,100,0.2 s,0.4 s,0.007,70 ms,0.6 s,0.6 s,712,04/23/2024
https://www.personaldrivers.com/privacy-policy/,100,96,100,97,0.6 s,0.6 s,0.001,0 ms,0.6 s,0.7 s,722,96,96,100,100,0.1 s,0.3 s,0.001,0 ms,0.6 s,0.7 s,722,04/23/2024
https://www.personaldrivers.com/faq/,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.5 s,605,100,100,100,100,0.2 s,0.2 s,0,0 ms,0.5 s,0.5 s,606,04/23/2024
https://www.personaldrivers.com/get-moving-truck-driver-quote/,99,100,100,99,0.5 s,0.6 s,0,100 ms,0.8 s,0.6 s,779,100,100,100,100,0.2 s,0.3 s,0.006,100 ms,0.8 s,0.6 s,779,04/23/2024
https://www.personaldrivers.com/get-a-free-quote/,100,100,100,99,0.4 s,0.5 s,0,90 ms,0.5 s,0.6 s,778,95,100,100,100,0.2 s,0.3 s,0.012,90 ms,0.5 s,0.6 s,778,04/23/2024
