"Url Tested",Mobile_Diagnostics,Desktop_Diagnostics,"Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI",MDOM_Size,"Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI",DDOM_Size,"Date & Time"
https://www.personaldrivers.com/blog/,Fixed,Fixed,98,100,100,100,1.0 s,1.0 s,0,0 ms,1.0 s,1.0 s,664,100,100,100,100,0.3 s,0.3 s,0,0 ms,1.0 s,1.0 s,664,09/28/2024
https://www.personaldrivers.com/rv-driver/rv-driver-enhances-rv-adventure/,Fixed,Fixed,99,100,100,100,1.1 s,1.4 s,0,10 ms,1.4 s,1.1 s,521,100,100,100,100,0.3 s,0.4 s,0,10 ms,1.4 s,1.1 s,521,09/28/2024
https://www.personaldrivers.com/rental-truck-driver/hire-a-moving-truck-driver-to-simplify-long-distance-diy-move/,Fixed,Fixed,100,100,100,100,1.0 s,1.0 s,0,0 ms,1.0 s,1.0 s,531,100,100,100,100,0.4 s,0.4 s,0,0 ms,1.0 s,1.0 s,531,09/28/2024
https://www.personaldrivers.com/hire-a-driver/how-much-does-it-cost-to-hire-someone-to-drive-you-around/,Fixed,Fixed,100,100,100,100,1.0 s,1.2 s,0,30 ms,1.2 s,1.0 s,618,100,100,100,100,0.3 s,0.3 s,0.004,30 ms,1.2 s,1.0 s,618,09/28/2024
https://www.personaldrivers.com/long-distance-driver/hire-a-long-distance-driver-cost/,Fixed,Fixed,99,100,100,100,1.0 s,1.0 s,0,30 ms,1.1 s,1.0 s,598,100,100,100,100,0.3 s,0.3 s,0.037,30 ms,1.1 s,1.0 s,598,09/28/2024
https://www.personaldrivers.com/hire-a-driver/ultimate-luxury-road-trips/,Fixed,Fixed,100,100,100,100,1.0 s,1.0 s,0,0 ms,1.0 s,1.0 s,553,100,100,100,100,0.3 s,0.3 s,0.056,0 ms,1.0 s,1.0 s,553,09/28/2024
https://www.personaldrivers.com/rental-truck-driver/rental-truck-contract/,Fixed,Fixed,99,100,100,100,1.2 s,1.4 s,0.038,0 ms,1.4 s,1.2 s,743,100,100,100,100,0.3 s,0.3 s,0,0 ms,1.4 s,1.2 s,743,09/28/2024
https://www.personaldrivers.com/personal-driver/ultimate-guide-to-personal-driver-costs/,Fixed,Fixed,99,100,100,100,1.0 s,1.0 s,0.006,10 ms,1.1 s,1.0 s,643,100,100,100,100,0.3 s,0.3 s,0,10 ms,1.1 s,1.0 s,643,09/28/2024
https://www.personaldrivers.com/rental-truck-driver/professional-rental-truck-driver-best-for-long-distance-move/,Fixed,Fixed,100,100,100,100,1.1 s,1.2 s,0,20 ms,1.2 s,1.1 s,530,100,100,100,100,0.3 s,0.3 s,0,20 ms,1.2 s,1.1 s,530,09/28/2024
https://www.personaldrivers.com/personal-driver/5-reasons-hiring-a-personal-driver/,Fixed,Fixed,100,100,100,100,1.0 s,1.1 s,0,20 ms,1.1 s,1.0 s,525,100,100,100,100,0.3 s,0.3 s,0,20 ms,1.1 s,1.0 s,525,09/28/2024
https://www.personaldrivers.com/car-delivery/why-not-drive-car-for-vehicle-relocation/,Fixed,Fixed,93,100,100,100,1.0 s,1.4 s,0,10 ms,1.4 s,1.0 s,517,100,100,100,100,0.3 s,0.4 s,0,10 ms,1.4 s,1.0 s,517,09/28/2024
https://www.personaldrivers.com/personal-driver/plan-perfect-road-trip-with-personal-driver/,Fixed,Fixed,100,100,100,100,1.0 s,1.3 s,0,20 ms,1.3 s,1.0 s,535,100,100,100,100,0.3 s,0.4 s,0,20 ms,1.3 s,1.0 s,535,09/28/2024
https://www.personaldrivers.com/hire-a-driver/top-10-benefits-of-hire-a-driver-service/,Fixed,Fixed,100,100,100,100,1.0 s,1.1 s,0,10 ms,1.1 s,1.0 s,548,100,100,100,100,0.3 s,0.3 s,0,10 ms,1.1 s,1.0 s,548,09/28/2024
https://www.personaldrivers.com/road-trip-driver/safe-and-stress-free-family-road-trip-with-road-trip-driver/,Fixed,Fixed,100,100,100,100,0.9 s,1.1 s,0,10 ms,1.1 s,0.9 s,531,100,100,100,100,0.3 s,0.3 s,0,10 ms,1.1 s,0.9 s,531,09/28/2024
https://www.personaldrivers.com/,Fixed,Fixed,98,100,100,100,1.1 s,1.2 s,0,0 ms,1.2 s,1.1 s,716,100,100,100,100,0.3 s,0.3 s,0.006,0 ms,1.2 s,1.1 s,717,09/28/2024
https://www.personaldrivers.com/cookie-policy/,Fixed,Fixed,99,100,100,92,1.1 s,1.3 s,0,60 ms,1.3 s,1.1 s,463,100,100,100,92,0.4 s,0.5 s,0,60 ms,1.3 s,1.1 s,463,09/28/2024
https://www.personaldrivers.com/get-rv-driver-quote/,Fixed,Fixed,99,100,100,100,1.2 s,1.4 s,0,130 ms,1.5 s,1.2 s,795,100,100,100,100,0.3 s,0.4 s,0.062,130 ms,1.5 s,1.2 s,796,09/28/2024
https://www.personaldrivers.com/get-car-delivery-quote/,Fixed,Fixed,99,100,100,100,1.1 s,1.1 s,0,20 ms,1.2 s,1.1 s,797,100,100,100,100,0.3 s,0.3 s,0,20 ms,1.2 s,1.1 s,798,09/28/2024
https://www.personaldrivers.com/get-driver-for-road-trip-quote/,Fixed,Fixed,99,100,100,100,1.1 s,1.2 s,0,20 ms,1.2 s,1.1 s,798,100,100,100,100,0.3 s,0.3 s,0.005,20 ms,1.2 s,1.1 s,799,09/28/2024
https://www.personaldrivers.com/get-hire-a-driver-quote/,Fixed,Fixed,99,100,100,100,1.2 s,1.3 s,0,10 ms,1.3 s,1.2 s,798,100,100,100,100,0.3 s,0.3 s,0,10 ms,1.3 s,1.2 s,799,09/28/2024
https://www.personaldrivers.com/get-long-distance-driver-quote/,Fixed,Fixed,99,100,100,100,1.1 s,1.2 s,0,60 ms,1.3 s,1.1 s,798,99,100,100,100,0.3 s,0.3 s,0,60 ms,1.3 s,1.1 s,799,09/28/2024
https://www.personaldrivers.com/get-personal-driver-quote/,Fixed,Fixed,98,100,100,100,1.2 s,1.2 s,0,10 ms,1.3 s,1.2 s,798,100,100,100,100,0.3 s,0.3 s,0,10 ms,1.3 s,1.2 s,799,09/28/2024
https://www.personaldrivers.com/get-pet-transport-quote/,Fixed,Fixed,99,100,100,100,1.1 s,1.2 s,0,10 ms,1.2 s,1.1 s,798,100,100,100,100,0.3 s,0.3 s,0,10 ms,1.2 s,1.1 s,799,09/28/2024
https://www.personaldrivers.com/get-private-driver-quote/,Fixed,Fixed,98,100,100,100,1.1 s,1.2 s,0,30 ms,1.3 s,1.1 s,798,100,100,100,100,0.3 s,0.3 s,0,30 ms,1.3 s,1.1 s,799,09/28/2024
