"Url Tested","Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI",MDOM_Size,"Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI",DDOM_Size,"Date & Time"
https://www.theplantconcierge.com/blog/,100,98,100,100,0.6 s,0.7 s,0,30 ms,0.7 s,0.9 s,675,100,98,100,100,0.4 s,0.4 s,0,30 ms,0.7 s,0.9 s,675,05/02/2024
https://www.theplantconcierge.com/landscape-maintenance/winter-landscape-ideas/,100,98,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,529,100,98,100,100,0.3 s,0.4 s,0,40 ms,0.6 s,0.6 s,529,05/02/2024
https://www.theplantconcierge.com/landscape-maintenance/landscaping-company-dallas/,100,98,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,556,100,98,100,100,0.3 s,0.4 s,0,40 ms,0.6 s,0.6 s,556,05/02/2024
https://www.theplantconcierge.com/landscape-maintenance/low-maintenance-landscaping/,100,98,100,100,0.5 s,0.6 s,0,30 ms,0.5 s,0.5 s,599,100,98,100,100,0.3 s,0.4 s,0,30 ms,0.5 s,0.5 s,599,05/02/2024
https://www.theplantconcierge.com/landscaping/landscaping-trends/,100,98,100,100,0.6 s,0.8 s,0,40 ms,0.7 s,0.7 s,576,100,98,100,100,0.4 s,0.4 s,0,40 ms,0.7 s,0.7 s,576,05/02/2024
https://www.theplantconcierge.com/organic-landscape/organic-landscape-solutions/,100,98,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,519,100,98,100,100,0.3 s,0.3 s,0,40 ms,0.6 s,0.6 s,519,05/02/2024
https://www.theplantconcierge.com/organic-landscape/organic-landscaping-design-ideas/,100,96,100,100,0.6 s,0.7 s,0,60 ms,0.7 s,0.8 s,998,100,96,100,100,0.5 s,0.5 s,0,60 ms,0.7 s,0.8 s,998,05/02/2024
https://www.theplantconcierge.com/landscape-maintenance/lakewood-landscape/,100,98,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,522,100,98,100,100,0.3 s,0.3 s,0,40 ms,0.6 s,0.6 s,522,05/02/2024
https://www.theplantconcierge.com/dallas-irrigation-service/irrigation-system-maintenance/,100,98,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,0.6 s,581,100,98,100,100,0.3 s,0.4 s,0,0 ms,0.6 s,0.6 s,581,05/02/2024
https://www.theplantconcierge.com/dallas-lawn-care/common-lawn-weeds/,100,98,100,100,0.5 s,0.6 s,0,30 ms,0.6 s,0.6 s,532,100,98,100,100,0.2 s,0.2 s,0,30 ms,0.6 s,0.6 s,532,05/02/2024
