"Url Tested","Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI",MDOM_Size,"Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI",DDOM_Size,"Date & Time"
https://www.theplantconcierge.com/blog/,100,100,100,100,0.6 s,0.7 s,0,20 ms,0.7 s,0.8 s,679,100,100,100,100,0.4 s,0.4 s,0,20 ms,0.7 s,0.8 s,679,04/18/2024
https://www.theplantconcierge.com/organic-landscape/organic-landscape-solutions/,100,100,100,100,0.5 s,0.6 s,0,30 ms,0.6 s,0.5 s,523,100,100,100,100,0.3 s,0.4 s,0,30 ms,0.6 s,0.5 s,523,04/18/2024
https://www.theplantconcierge.com/organic-landscape/organic-landscaping-design-ideas/,100,98,100,100,0.6 s,0.7 s,0,40 ms,0.7 s,0.8 s,1002,100,98,100,100,0.4 s,0.4 s,0,40 ms,0.7 s,0.8 s,1002,04/18/2024
https://www.theplantconcierge.com/landscape-maintenance/lakewood-landscape/,100,100,100,100,0.5 s,0.7 s,0,20 ms,0.6 s,0.6 s,526,100,100,100,100,0.3 s,0.4 s,0,20 ms,0.6 s,0.6 s,526,04/18/2024
https://www.theplantconcierge.com/landscape-maintenance/landscaping-company-dallas/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.5 s,560,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.5 s,0.5 s,560,04/18/2024
https://www.theplantconcierge.com/dallas-irrigation-service/irrigation-system-maintenance/,100,100,100,100,0.5 s,0.6 s,0,30 ms,0.6 s,0.5 s,585,100,100,100,100,0.3 s,0.3 s,0,30 ms,0.6 s,0.5 s,585,04/18/2024
https://www.theplantconcierge.com/dallas-lawn-care/common-lawn-weeds/,100,100,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,536,100,100,100,100,0.3 s,0.4 s,0,40 ms,0.6 s,0.6 s,536,04/18/2024
https://www.theplantconcierge.com/landscaping/landscape-design/,100,100,100,100,0.5 s,0.6 s,0,30 ms,0.6 s,0.6 s,541,100,100,100,100,0.4 s,0.4 s,0,30 ms,0.6 s,0.6 s,541,04/18/2024
https://www.theplantconcierge.com/dallas-lawn-care/lawn-maintenance-dallas/,100,100,100,100,0.5 s,0.6 s,0,10 ms,0.5 s,0.6 s,548,100,100,100,100,0.3 s,0.4 s,0,10 ms,0.5 s,0.6 s,548,04/18/2024
https://www.theplantconcierge.com/landscaping/landscaping-in-winter/,100,100,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,526,100,100,100,100,0.3 s,0.3 s,0.001,40 ms,0.6 s,0.6 s,526,04/18/2024
https://www.theplantconcierge.com/landscape-lighting/tips-for-landscape-lighting/,100,100,100,100,0.6 s,0.6 s,0,50 ms,0.7 s,0.7 s,522,100,100,100,100,0.3 s,0.4 s,0,50 ms,0.7 s,0.7 s,522,04/18/2024
https://www.theplantconcierge.com/outdoor-kitchen/outdoor-kitchen-designs/,100,100,100,100,0.5 s,0.6 s,0,30 ms,0.6 s,0.6 s,577,100,100,100,100,0.3 s,0.3 s,0,30 ms,0.6 s,0.6 s,577,04/18/2024
https://www.theplantconcierge.com/landscape-lighting/landscape-lighting-ideas/,100,100,100,100,0.5 s,0.6 s,0,20 ms,0.5 s,0.5 s,525,100,100,100,100,0.2 s,0.2 s,0,20 ms,0.5 s,0.5 s,525,04/18/2024
https://www.theplantconcierge.com/landscape-design-install/plant-walls/,100,100,100,100,0.6 s,0.6 s,0,10 ms,0.6 s,0.6 s,541,100,100,100,100,0.4 s,0.4 s,0,10 ms,0.6 s,0.6 s,541,04/18/2024
https://www.theplantconcierge.com/artificial-turf/artificial-turf-installers/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,0.6 s,542,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.6 s,0.6 s,542,04/18/2024
https://www.theplantconcierge.com/organic-landscape/organic-landscaping/,100,100,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,541,100,100,100,100,0.4 s,0.4 s,0,40 ms,0.6 s,0.6 s,541,04/18/2024
https://www.theplantconcierge.com/pergolas-and-arbors/pergola-uses/,100,100,100,100,0.5 s,0.6 s,0,20 ms,0.5 s,0.5 s,525,100,100,100,100,0.4 s,0.4 s,0,20 ms,0.5 s,0.5 s,525,04/18/2024
https://www.theplantconcierge.com/outdoor-kitchen/benefits-of-an-outdoor-kitchen/,100,100,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,549,100,100,100,100,0.3 s,0.3 s,0,40 ms,0.6 s,0.6 s,549,04/18/2024
https://www.theplantconcierge.com/artificial-turf/benefits-of-artificial-turf/,100,100,100,100,0.5 s,0.7 s,0,30 ms,0.6 s,0.7 s,545,100,100,100,100,0.4 s,0.4 s,0,30 ms,0.6 s,0.7 s,545,04/18/2024
https://www.theplantconcierge.com/landscape-maintenance/landscaping-highland-park/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.6 s,548,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.5 s,0.6 s,548,04/18/2024
https://www.theplantconcierge.com/tree-care-and-removal/professional-tree-service/,100,100,100,100,0.4 s,0.6 s,0,50 ms,0.5 s,0.7 s,566,100,100,100,100,0.4 s,0.4 s,0,50 ms,0.5 s,0.7 s,566,04/18/2024
https://www.theplantconcierge.com/landscape-maintenance/flower-mound-landscaping/,100,100,100,100,0.5 s,0.7 s,0,60 ms,0.6 s,0.7 s,538,100,100,100,100,0.3 s,0.4 s,0,60 ms,0.6 s,0.7 s,538,04/18/2024
https://www.theplantconcierge.com/landscape-design-install/vision-landscape-design/,100,100,100,100,0.5 s,0.6 s,0,20 ms,0.6 s,0.6 s,526,100,100,100,100,0.4 s,0.4 s,0,20 ms,0.6 s,0.6 s,526,04/18/2024
https://www.theplantconcierge.com/organic-landscape/landscaping-dallas/,100,100,100,100,0.5 s,0.6 s,0,30 ms,0.6 s,0.5 s,551,100,100,100,100,0.2 s,0.2 s,0,30 ms,0.6 s,0.5 s,551,04/18/2024
https://www.theplantconcierge.com/landscape-maintenance/professional-landscaping-service/,100,100,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,524,100,100,100,100,0.3 s,0.4 s,0,40 ms,0.6 s,0.6 s,524,04/18/2024
https://www.theplantconcierge.com/landscaping/best-landscaping-company/,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.5 s,531,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.5 s,0.5 s,531,04/18/2024
https://www.theplantconcierge.com/landscape-maintenance/winter-landscape-ideas/,100,100,100,100,0.5 s,0.6 s,0,30 ms,0.6 s,0.6 s,533,100,100,100,100,0.3 s,0.3 s,0,30 ms,0.6 s,0.6 s,533,04/18/2024
https://www.theplantconcierge.com/landscape-maintenance/low-maintenance-landscaping/,100,100,100,100,0.5 s,0.6 s,0,40 ms,0.6 s,0.6 s,603,100,100,100,100,0.3 s,0.3 s,0,40 ms,0.6 s,0.6 s,603,04/18/2024
https://www.theplantconcierge.com/landscape-design-install/landscaping-companies/,100,100,100,100,0.5 s,0.6 s,0,30 ms,0.6 s,0.5 s,547,100,100,100,100,0.3 s,0.4 s,0,30 ms,0.6 s,0.5 s,547,04/18/2024
