"Url Tested",Mobile_Diagnostics,Desktop_Diagnostics,"Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI",MDOM_Size,"Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI",DDOM_Size,"Date & Time"
https://www.personaldrivers.com/blog/,Fixed,Fixed,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,2.2 s,655,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,2.2 s,655,07/24/2024
https://www.personaldrivers.com/long-distance-driver/hire-a-long-distance-driver-cost/,Fixed,Fixed,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,1.1 s,587,96,100,100,100,0.6 s,0.6 s,0,0 ms,0.5 s,1.1 s,588,07/24/2024
https://www.personaldrivers.com/personal-driver/ultimate-guide-to-personal-driver-costs/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.6 s,638,100,100,100,100,0.6 s,0.7 s,0,0 ms,0.6 s,1.6 s,638,07/24/2024
https://www.personaldrivers.com/hire-a-driver/ultimate-luxury-road-trips/,Fixed,Issue,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.8 s,542,99,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.8 s,541,07/24/2024
https://www.personaldrivers.com/hire-a-driver/how-much-does-it-cost-to-hire-someone-to-drive-you-around/,Fixed,Fixed,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,1.1 s,608,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.5 s,1.1 s,608,07/24/2024
https://www.personaldrivers.com/rental-truck-driver/professional-rental-truck-driver-best-for-long-distance-move/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.0 s,519,99,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,1.0 s,519,07/24/2024
https://www.personaldrivers.com/personal-driver/5-reasons-hiring-a-personal-driver/,Fixed,Fixed,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.7 s,514,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.7 s,514,07/24/2024
https://www.personaldrivers.com/rental-truck-driver/rental-truck-contract/,Fixed,Issue,100,100,100,99,0.5 s,0.5 s,0,0 ms,0.5 s,0.8 s,734,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.5 s,0.8 s,732,07/24/2024
https://www.personaldrivers.com/car-delivery/why-not-drive-car-for-vehicle-relocation/,Fixed,Fixed,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.7 s,508,99,100,100,100,0.6 s,0.7 s,0,0 ms,0.5 s,0.7 s,512,07/24/2024
https://www.personaldrivers.com/rv-driver/rv-driver-enhances-rv-adventure/,Fixed,Issue,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,1.2 s,512,99,100,100,100,0.6 s,0.7 s,0,0 ms,0.5 s,1.2 s,511,07/24/2024
