"Url Tested",Mobile_Diagnostics,Desktop_Diagnostics,"Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI",MDOM_Size,"Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI",DDOM_Size,"Date & Time"
https://www.personaldrivers.com/blog/,Issue,Issue,99,100,100,100,1.1 s,2.1 s,0,90 ms,1.9 s,1.1 s,654,100,100,100,100,0.3 s,0.7 s,0,90 ms,1.9 s,1.1 s,654,07/09/2024
https://www.personaldrivers.com/rental-truck-driver/rental-truck-contract/,Fixed,Issue,99,100,100,99,1.0 s,1.3 s,0,130 ms,1.3 s,1.0 s,731,100,100,100,99,0.3 s,0.3 s,0,130 ms,1.3 s,1.0 s,731,07/09/2024
https://www.personaldrivers.com/car-delivery/why-not-drive-car-for-vehicle-relocation/,Fixed,Fixed,100,100,100,100,1.0 s,1.4 s,0.016,0 ms,1.0 s,1.0 s,546,100,100,100,100,0.3 s,0.4 s,0,0 ms,1.0 s,1.0 s,546,07/09/2024
https://www.personaldrivers.com/rv-driver/rv-driver-enhances-rv-adventure/,Fixed,Fixed,100,100,100,100,1.0 s,1.4 s,0,50 ms,1.2 s,1.0 s,551,100,100,100,100,0.3 s,0.4 s,0,50 ms,1.2 s,1.0 s,551,07/09/2024
https://www.personaldrivers.com/rental-truck-driver/hire-a-moving-truck-driver-to-simplify-long-distance-diy-move/,Fixed,Fixed,100,100,100,100,1.0 s,1.3 s,0,0 ms,1.0 s,1.0 s,597,100,100,100,100,0.3 s,0.4 s,0,0 ms,1.0 s,1.0 s,597,07/09/2024
https://www.personaldrivers.com/personal-driver/plan-perfect-road-trip-with-personal-driver/,Fixed,Fixed,100,100,100,100,1.0 s,1.3 s,0,0 ms,1.0 s,1.0 s,589,100,100,100,100,0.3 s,0.3 s,0,0 ms,1.0 s,1.0 s,589,07/09/2024
https://www.personaldrivers.com/hire-a-driver/top-10-benefits-of-hire-a-driver-service/,Fixed,Fixed,100,100,100,100,1.0 s,1.4 s,0,20 ms,1.1 s,1.0 s,643,100,100,100,100,0.3 s,0.4 s,0,20 ms,1.1 s,1.0 s,643,07/09/2024
https://www.personaldrivers.com/road-trip-driver/safe-and-stress-free-family-road-trip-with-road-trip-driver/,Fixed,Fixed,100,100,100,100,1.0 s,1.6 s,0,0 ms,1.0 s,1.0 s,608,100,100,100,100,0.3 s,0.4 s,0.001,0 ms,1.0 s,1.0 s,608,07/09/2024
https://www.personaldrivers.com/rental-truck-driver/professional-rental-truck-driver-best-for-long-distance-move/,Fixed,Fixed,100,100,100,100,1.0 s,1.4 s,0,0 ms,1.0 s,1.0 s,603,99,100,100,100,0.3 s,0.4 s,0,0 ms,1.0 s,1.0 s,603,07/09/2024
https://www.personaldrivers.com/personal-driver/ultimate-guide-to-personal-driver-costs/,Fixed,Fixed,100,100,100,100,1.0 s,1.4 s,0,10 ms,1.1 s,1.0 s,729,100,100,100,100,0.3 s,0.4 s,0,10 ms,1.1 s,1.0 s,729,07/09/2024
https://www.personaldrivers.com/personal-driver/5-reasons-hiring-a-personal-driver/,Fixed,Fixed,100,100,100,100,1.0 s,1.4 s,0,0 ms,1.1 s,1.0 s,540,100,100,100,100,0.3 s,0.4 s,0,0 ms,1.1 s,1.0 s,540,07/09/2024
https://www.personaldrivers.com/hire-a-driver/ultimate-luxury-road-trips/,Fixed,Fixed,100,100,100,100,1.0 s,1.4 s,0,30 ms,1.1 s,1.0 s,541,100,100,100,100,0.3 s,0.4 s,0,30 ms,1.1 s,1.0 s,541,07/09/2024
https://www.personaldrivers.com/hire-a-driver/how-much-does-it-cost-to-hire-someone-to-drive-you-around/,Fixed,Fixed,100,100,100,100,1.0 s,1.4 s,0,30 ms,1.1 s,1.0 s,607,100,100,100,100,0.3 s,0.4 s,0.004,30 ms,1.1 s,1.0 s,607,07/09/2024
https://www.personaldrivers.com/long-distance-driver/hire-a-long-distance-driver-cost/,Fixed,Fixed,100,100,100,100,1.1 s,1.4 s,0,10 ms,1.1 s,1.1 s,634,100,100,100,100,0.3 s,0.4 s,0,10 ms,1.1 s,1.1 s,634,07/09/2024
https://www.personaldrivers.com/,Fixed,Fixed,100,100,100,100,1.1 s,1.4 s,0.001,10 ms,1.1 s,1.1 s,696,100,100,100,100,0.3 s,0.4 s,0.012,10 ms,1.1 s,1.1 s,697,07/09/2024
https://www.personaldrivers.com/video-library/,Fixed,Fixed,100,100,100,100,1.1 s,1.4 s,0,40 ms,1.2 s,1.1 s,470,100,100,100,100,0.3 s,0.3 s,0.005,40 ms,1.2 s,1.1 s,470,07/09/2024
https://www.personaldrivers.com/get-snowbird-transport-quote/,Fixed,Issue,97,100,100,99,1.2 s,1.5 s,0,200 ms,1.8 s,1.3 s,782,98,100,100,99,0.3 s,0.3 s,0.087,200 ms,1.8 s,1.3 s,782,07/09/2024
https://www.personaldrivers.com/get-rv-driver-quote/,Fixed,Issue,100,100,100,99,1.2 s,1.3 s,0,20 ms,1.2 s,1.2 s,782,100,100,100,99,0.3 s,0.3 s,0,20 ms,1.2 s,1.2 s,782,07/09/2024
