"Url Tested",Mobile_Diagnostics,Desktop_Diagnostics,"Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI",MDOM_Size,"Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI",DDOM_Size,"Date & Time"
https://www.personaldrivers.com/get-pet-transport-quote/,Fixed,Fixed,100,100,100,98,0.5 s,0.6 s,0,0 ms,0.6 s,1.8 s,797,100,100,100,100,0.3 s,0.7 s,0.009,0 ms,0.6 s,1.8 s,798,09/13/2024
https://www.personaldrivers.com/get-personal-driver-quote/,Fixed,Fixed,100,100,100,98,0.5 s,0.5 s,0,0 ms,0.5 s,0.5 s,797,100,100,100,100,0.3 s,0.7 s,0.035,0 ms,0.5 s,0.5 s,798,09/13/2024
https://www.personaldrivers.com/get-long-distance-driver-quote/,Fixed,Fixed,100,100,100,98,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,797,100,100,100,92,0.4 s,0.4 s,0,0 ms,0.6 s,0.7 s,798,09/13/2024
https://www.personaldrivers.com/get-hire-a-driver-quote/,Fixed,Fixed,100,100,100,98,0.7 s,0.7 s,0,0 ms,0.7 s,1.5 s,797,100,100,100,100,0.4 s,0.5 s,0,0 ms,0.7 s,1.5 s,798,09/13/2024
https://www.personaldrivers.com/get-driver-for-road-trip-quote/,Fixed,Fixed,100,100,100,98,0.6 s,0.7 s,0,0 ms,0.7 s,1.3 s,797,100,100,100,100,0.4 s,0.5 s,0,0 ms,0.7 s,1.3 s,798,09/13/2024
https://www.personaldrivers.com/video-library/rv-driver-video-introduction/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.9 s,451,100,100,100,100,0.5 s,0.5 s,0.005,0 ms,0.6 s,0.9 s,451,09/13/2024
https://www.personaldrivers.com/video-library/video-hire-personal-driver/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,2.3 s,463,99,100,100,100,0.5 s,0.5 s,0.004,0 ms,0.6 s,2.3 s,463,09/13/2024
https://www.personaldrivers.com/web-stories/,Fixed,Fixed,99,100,100,100,1.3 s,1.3 s,0,0 ms,1.3 s,3.1 s,756,88,100,100,100,1.3 s,1.3 s,0,0 ms,1.3 s,3.1 s,754,09/13/2024
https://www.personaldrivers.com/video-library/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,2.0 s,465,99,100,100,100,0.4 s,0.4 s,0.005,0 ms,0.6 s,2.0 s,465,09/13/2024
https://www.personaldrivers.com/get-car-delivery-quote/,Fixed,Fixed,100,100,100,98,0.7 s,0.7 s,0,0 ms,0.7 s,1.6 s,796,100,100,100,100,0.4 s,0.5 s,0,0 ms,0.7 s,1.6 s,797,09/13/2024
https://www.personaldrivers.com/customer-experiences/construction-truck-transport-with-trailer/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.5 s,466,100,100,100,100,0.4 s,0.5 s,0,0 ms,0.6 s,1.5 s,466,09/13/2024
https://www.personaldrivers.com/faq/pet-transport-faq/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.2 s,499,100,100,100,100,0.4 s,0.5 s,0,0 ms,0.6 s,1.2 s,499,09/13/2024
https://www.personaldrivers.com/faq/rental-truck-driver-faq/,Fixed,Fixed,100,100,100,100,0.7 s,0.7 s,0,0 ms,0.7 s,1.2 s,499,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.7 s,1.2 s,499,09/13/2024
https://www.personaldrivers.com/faq/car-delivery-faq/,Fixed,Fixed,100,100,100,100,0.7 s,0.7 s,0,0 ms,0.7 s,1.2 s,517,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.7 s,1.2 s,517,09/13/2024
https://www.personaldrivers.com/faq/,Fixed,Fixed,100,100,100,97,0.6 s,0.6 s,0,0 ms,0.6 s,1.2 s,607,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.6 s,1.2 s,609,09/13/2024
https://www.personaldrivers.com/customer-experiences/seemless-move-to-florida-in-retirement/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.2 s,469,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.6 s,1.2 s,470,09/13/2024
https://www.personaldrivers.com/customer-experiences/convention-equipment-delivery/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.2 s,471,100,100,100,100,0.4 s,0.5 s,0,0 ms,0.6 s,1.2 s,472,09/13/2024
https://www.personaldrivers.com/customer-experiences/medical-transport-across-states/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.2 s,483,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.6 s,1.2 s,484,09/13/2024
https://www.personaldrivers.com/video-library/video-snowbird-transport/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.0 s,465,100,100,100,100,0.4 s,0.4 s,0.004,0 ms,0.6 s,1.0 s,465,09/13/2024
https://www.personaldrivers.com/privacy-policy/,Fixed,Fixed,100,100,100,97,0.6 s,0.6 s,0,0 ms,0.6 s,1.2 s,696,100,100,100,100,0.5 s,0.5 s,0.001,0 ms,0.6 s,1.2 s,696,09/13/2024
https://www.personaldrivers.com/about-us/contact-personal-drivers/,Fixed,Fixed,100,100,100,99,0.6 s,0.6 s,0,0 ms,0.6 s,1.2 s,513,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.6 s,1.2 s,513,09/13/2024
https://www.personaldrivers.com/faq/personal-driver-faq/,Fixed,Fixed,100,100,100,100,0.7 s,0.7 s,0,0 ms,0.7 s,1.2 s,496,100,100,100,100,0.4 s,0.5 s,0,0 ms,0.7 s,1.2 s,496,09/13/2024
https://www.personaldrivers.com/faq/road-trip-driver-faq/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.3 s,501,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.6 s,1.3 s,501,09/13/2024
https://www.personaldrivers.com/faq/long-distance-driver-faq/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.4 s,501,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.6 s,1.4 s,501,09/13/2024
https://www.personaldrivers.com/about-us/vision-mission-principles/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.2 s,511,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.6 s,1.2 s,511,09/13/2024
https://www.personaldrivers.com/about-us/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.2 s,486,100,100,100,100,0.4 s,0.5 s,0,0 ms,0.6 s,1.2 s,486,09/13/2024
https://www.personaldrivers.com/reviews/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.2 s,410,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.6 s,1.2 s,410,09/13/2024
https://www.personaldrivers.com/sitemap/,Fixed,Fixed,100,100,100,94,0.6 s,0.6 s,0,0 ms,0.6 s,1.4 s,708,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.6 s,1.4 s,708,09/13/2024
https://www.personaldrivers.com/road-trip/tools/gas-calculator/,Fixed,Fixed,100,100,95,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.2 s,514,100,100,95,100,0.5 s,0.5 s,0.006,0 ms,0.6 s,1.2 s,515,09/13/2024
