"Url Tested",Mobile_Diagnostics,Desktop_Diagnostics,"Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI",MDOM_Size,"Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI",DDOM_Size,"Date & Time"
https://www.personaldrivers.com/blog/,Fixed,Issue,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,2.8 s,655,100,100,100,100,0.6 s,0.7 s,0,0 ms,0.5 s,2.8 s,649,07/26/2024
https://www.personaldrivers.com/hire-a-driver/ultimate-luxury-road-trips/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,542,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,542,07/26/2024
https://www.personaldrivers.com/rental-truck-driver/rental-truck-contract/,Fixed,Fixed,100,100,100,99,0.6 s,0.6 s,0,0 ms,0.6 s,0.8 s,732,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,0.8 s,732,07/26/2024
https://www.personaldrivers.com/long-distance-driver/hire-a-long-distance-driver-cost/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,587,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,0.7 s,587,07/26/2024
https://www.personaldrivers.com/personal-driver/ultimate-guide-to-personal-driver-costs/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.1 s,632,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.6 s,1.1 s,632,07/26/2024
https://www.personaldrivers.com/hire-a-driver/how-much-does-it-cost-to-hire-someone-to-drive-you-around/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,608,100,100,100,100,0.6 s,0.7 s,0,0 ms,0.6 s,0.7 s,608,07/26/2024
https://www.personaldrivers.com/rental-truck-driver/professional-rental-truck-driver-best-for-long-distance-move/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.9 s,519,99,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,0.9 s,519,07/26/2024
https://www.personaldrivers.com/personal-driver/5-reasons-hiring-a-personal-driver/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,514,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,514,07/26/2024
https://www.personaldrivers.com/car-delivery/why-not-drive-car-for-vehicle-relocation/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.6 s,508,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,1.6 s,508,07/26/2024
https://www.personaldrivers.com/rv-driver/rv-driver-enhances-rv-adventure/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,512,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,0.7 s,512,07/26/2024
https://www.personaldrivers.com/rental-truck-driver/hire-a-moving-truck-driver-to-simplify-long-distance-diy-move/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,525,99,100,100,100,0.5 s,0.7 s,0,0 ms,0.6 s,0.7 s,525,07/26/2024
https://www.personaldrivers.com/personal-driver/plan-perfect-road-trip-with-personal-driver/,Fixed,Fixed,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.7 s,526,100,100,100,100,0.6 s,0.7 s,0,0 ms,0.5 s,0.7 s,526,07/26/2024
https://www.personaldrivers.com/hire-a-driver/top-10-benefits-of-hire-a-driver-service/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.9 s,537,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,0.9 s,537,07/26/2024
https://www.personaldrivers.com/road-trip-driver/safe-and-stress-free-family-road-trip-with-road-trip-driver/,Fixed,Fixed,100,100,100,100,0.7 s,0.7 s,0,0 ms,0.7 s,0.8 s,520,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.7 s,0.8 s,520,07/26/2024
https://www.personaldrivers.com/,Fixed,Issue,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.9 s,700,99,100,100,100,0.6 s,0.6 s,0.006,0 ms,0.6 s,0.9 s,700,07/26/2024
https://www.personaldrivers.com/customer-experiences/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.8 s,585,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.8 s,592,07/26/2024
https://www.personaldrivers.com/prices-and-services/private-driver/,Fixed,Fixed,100,96,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.7 s,742,100,96,100,100,0.6 s,0.7 s,0,0 ms,0.5 s,0.7 s,742,07/26/2024
https://www.personaldrivers.com/prices-and-services/road-trip-driver/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.2 s,762,99,100,100,100,0.6 s,0.7 s,0,0 ms,0.6 s,1.2 s,767,07/26/2024
https://www.personaldrivers.com/get-moving-truck-driver-quote/,Fixed,Issue,100,100,100,99,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,782,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,783,07/26/2024
https://www.personaldrivers.com/get-snowbird-transport-quote/,Fixed,Issue,100,100,100,99,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,782,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,0.7 s,783,07/26/2024
https://www.personaldrivers.com/get-rv-driver-quote/,Fixed,Issue,100,100,100,99,0.5 s,0.5 s,0,0 ms,0.5 s,1.2 s,782,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,1.2 s,783,07/26/2024
https://www.personaldrivers.com/get-rental-truck-driver-quote/,Fixed,Issue,100,100,100,99,0.5 s,0.5 s,0,0 ms,0.5 s,0.7 s,782,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.5 s,0.7 s,783,07/26/2024
https://www.personaldrivers.com/get-private-driver-quote/,Fixed,Issue,100,100,100,99,0.5 s,0.5 s,0,0 ms,0.5 s,0.7 s,782,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.7 s,783,07/26/2024
https://www.personaldrivers.com/get-pet-transport-quote/,Fixed,Issue,100,100,100,99,0.5 s,0.5 s,0,0 ms,0.5 s,0.7 s,782,99,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.7 s,783,07/26/2024
https://www.personaldrivers.com/get-personal-driver-quote/,Fixed,Issue,100,100,100,99,0.5 s,0.5 s,0,0 ms,0.5 s,0.7 s,782,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.5 s,0.7 s,783,07/26/2024
https://www.personaldrivers.com/get-long-distance-driver-quote/,Fixed,Issue,100,100,100,99,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,782,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,0.7 s,783,07/26/2024
https://www.personaldrivers.com/get-hire-a-driver-quote/,Fixed,Issue,100,100,100,99,0.5 s,0.5 s,0,0 ms,0.5 s,0.8 s,782,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.8 s,783,07/26/2024
https://www.personaldrivers.com/get-driver-for-road-trip-quote/,Fixed,Issue,100,100,100,99,0.5 s,0.5 s,0,0 ms,0.5 s,0.7 s,782,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.5 s,0.7 s,783,07/26/2024
https://www.personaldrivers.com/get-a-free-quote/,Fixed,Issue,100,100,100,99,0.5 s,0.5 s,0,0 ms,0.5 s,1.1 s,782,99,100,100,100,0.6 s,0.6 s,0,0 ms,0.5 s,1.1 s,783,07/26/2024
https://www.personaldrivers.com/video-library/rv-driver-video-introduction/,Issue,Issue,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.1 s,438,99,100,100,100,0.5 s,1.0 s,0.005,0 ms,0.6 s,1.1 s,437,07/26/2024
https://www.personaldrivers.com/prices-and-services/,Fixed,Fixed,100,97,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,1.0 s,618,100,97,100,100,0.6 s,0.7 s,0,0 ms,0.5 s,1.0 s,619,07/26/2024
https://www.personaldrivers.com/video-library/video-hire-personal-driver/,Fixed,Fixed,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.5 s,0.7 s,450,100,100,100,100,0.5 s,0.6 s,0.004,0 ms,0.5 s,0.7 s,450,07/26/2024
https://www.personaldrivers.com/video-library/hire-a-driver-intro-video/,Fixed,Issue,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.4 s,454,99,100,100,100,0.5 s,0.9 s,0.004,0 ms,0.6 s,1.4 s,450,07/26/2024
https://www.personaldrivers.com/web-stories/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,749,100,100,100,100,0.7 s,0.7 s,0,0 ms,0.6 s,0.7 s,747,07/26/2024
https://www.personaldrivers.com/prices-and-services/hire-a-snowbird-transport-driver/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.2 s,792,100,100,100,100,0.6 s,0.6 s,0.013,0 ms,0.6 s,1.2 s,791,07/26/2024
https://www.personaldrivers.com/prices-and-services/pet-transport/,Fixed,Fixed,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,1.4 s,626,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.5 s,1.4 s,625,07/26/2024
https://www.personaldrivers.com/prices-and-services/rv-driver/,Fixed,Issue,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.0 s,732,100,100,100,100,0.6 s,0.7 s,0,0 ms,0.6 s,1.0 s,729,07/26/2024
https://www.personaldrivers.com/prices-and-services/rental-truck-driver/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,1.0 s,682,100,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,1.0 s,681,07/26/2024
https://www.personaldrivers.com/prices-and-services/car-delivery/,Fixed,Fixed,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.7 s,701,100,100,100,100,0.5 s,0.7 s,0,0 ms,0.5 s,0.7 s,701,07/26/2024
https://www.personaldrivers.com/prices-and-services/long-distance-driver/,Fixed,Fixed,100,100,100,99,0.5 s,0.5 s,0,0 ms,0.5 s,0.7 s,640,99,100,100,100,0.6 s,0.7 s,0,0 ms,0.5 s,0.7 s,640,07/26/2024
https://www.personaldrivers.com/prices-and-services/hire-a-driver/,Fixed,Fixed,100,97,100,98,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,717,100,97,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,717,07/26/2024
https://www.personaldrivers.com/video-library/,Fixed,Issue,100,100,100,100,0.6 s,0.7 s,0,0 ms,0.6 s,1.1 s,453,99,100,100,100,0.5 s,0.9 s,0,0 ms,0.6 s,1.1 s,451,07/26/2024
https://www.personaldrivers.com/get-car-delivery-quote/,Fixed,Issue,100,100,100,99,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,781,99,100,100,100,0.5 s,0.6 s,0,0 ms,0.6 s,0.7 s,782,07/26/2024
https://www.personaldrivers.com/customer-experiences/construction-truck-transport-with-trailer/,Fixed,Fixed,100,100,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.8 s,454,99,100,100,100,0.6 s,0.7 s,0,0 ms,0.6 s,0.8 s,454,07/26/2024
