"Url Tested",Mobile_Diagnostics,Desktop_Diagnostics,"Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI",MDOM_Size,"Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI",DDOM_Size,"Date & Time"
https://www.personaldrivers.com/blog/,Fixed,Fixed,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.4 s,0.4 s,667,100,100,100,100,0.3 s,0.7 s,0,0 ms,0.4 s,0.4 s,667,09/18/2024
https://www.personaldrivers.com/long-distance-driver/hire-a-long-distance-driver-cost/,Fixed,Fixed,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.4 s,0.5 s,601,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.4 s,0.5 s,601,09/18/2024
https://www.personaldrivers.com/hire-a-driver/ultimate-luxury-road-trips/,Fixed,Fixed,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.3 s,0.4 s,556,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.3 s,0.4 s,556,09/18/2024
https://www.personaldrivers.com/rental-truck-driver/rental-truck-contract/,Fixed,Fixed,100,100,100,99,0.4 s,0.4 s,0,0 ms,0.4 s,0.5 s,730,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.4 s,0.5 s,730,09/18/2024
https://www.personaldrivers.com/personal-driver/ultimate-guide-to-personal-driver-costs/,Fixed,Fixed,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.4 s,0.5 s,646,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.4 s,0.5 s,646,09/18/2024
https://www.personaldrivers.com/hire-a-driver/how-much-does-it-cost-to-hire-someone-to-drive-you-around/,Fixed,Fixed,100,100,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,1.0 s,622,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.5 s,1.0 s,622,09/18/2024
https://www.personaldrivers.com/rental-truck-driver/professional-rental-truck-driver-best-for-long-distance-move/,Fixed,Fixed,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.4 s,0.7 s,533,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.4 s,0.7 s,533,09/18/2024
https://www.personaldrivers.com/personal-driver/5-reasons-hiring-a-personal-driver/,Fixed,Fixed,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.3 s,0.4 s,528,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.3 s,0.4 s,528,09/18/2024
https://www.personaldrivers.com/car-delivery/why-not-drive-car-for-vehicle-relocation/,Fixed,Fixed,100,100,100,100,0.3 s,0.3 s,0,0 ms,0.3 s,0.4 s,520,100,100,100,100,0.4 s,0.7 s,0,0 ms,0.3 s,0.4 s,520,09/18/2024
https://www.personaldrivers.com/rv-driver/rv-driver-enhances-rv-adventure/,Fixed,Fixed,100,100,100,100,0.4 s,0.4 s,0,0 ms,0.4 s,0.6 s,524,100,100,100,100,0.3 s,0.6 s,0,0 ms,0.4 s,0.6 s,524,09/18/2024
