"Url Tested","Mobile Performance","Mobile Accessibility","Mobile Best Practices","Mobile Seo","M FCP","M LCP","M CLS","M TBT","M TTI","M SI",MDOM_Size,"Desktop Performance","Desktop Accessibility","Desktop Best Practices","Desktop Seo","D FCP","D LCP","D CLS","D TBT","D TTI","D SI",DDOM_Size,"Date & Time"
https://www.theperfectlawn.com/,100,100,100,100,0.7 s,0.8 s,0,20 ms,0.8 s,1.0 s,791,72,100,95,100,0.3 s,0.7 s,0.002,20 ms,0.8 s,1.0 s,822,03/30/2024
https://www.theperfectlawn.com/services/artificial-grass-maintenance/,100,96,100,100,0.4 s,0.5 s,0,90 ms,0.6 s,0.6 s,469,99,100,100,100,0.2 s,0.3 s,0,90 ms,0.6 s,0.6 s,469,03/30/2024
https://www.theperfectlawn.com/services/putting-green-turf/,100,96,100,100,0.6 s,0.6 s,0,0 ms,0.6 s,0.7 s,538,99,96,100,100,0.2 s,0.3 s,0,0 ms,0.6 s,0.7 s,538,03/30/2024
https://www.theperfectlawn.com/services/pet-turf/,100,96,100,100,0.4 s,0.5 s,0.026,60 ms,0.6 s,0.5 s,566,99,100,100,100,0.1 s,0.3 s,0,60 ms,0.6 s,0.5 s,566,03/30/2024
https://www.theperfectlawn.com/about/privacy-policy/,100,96,100,100,0.5 s,0.5 s,0,0 ms,0.5 s,0.5 s,463,100,100,100,100,0.1 s,0.2 s,0,0 ms,0.5 s,0.5 s,463,03/30/2024
https://www.theperfectlawn.com/services/synthetic-grass-installation-dallas/,98,96,100,100,0.4 s,0.7 s,0,170 ms,0.7 s,0.7 s,726,100,100,100,100,0.4 s,0.4 s,0,170 ms,0.7 s,0.7 s,726,03/30/2024
https://www.theperfectlawn.com/about/reviews/,99,100,100,100,0.4 s,0.6 s,0,140 ms,0.6 s,0.6 s,1033,97,100,100,100,0.2 s,0.3 s,0,140 ms,0.6 s,0.6 s,1033,03/30/2024
https://www.theperfectlawn.com/blog/sports-turf/,100,96,100,100,0.3 s,0.5 s,0.026,50 ms,0.5 s,0.6 s,483,100,100,100,100,0.1 s,0.2 s,0,50 ms,0.5 s,0.6 s,483,03/30/2024
https://www.theperfectlawn.com/blog/putting-green/,100,96,100,100,0.3 s,0.5 s,0,80 ms,0.5 s,0.5 s,499,100,100,100,100,0.2 s,0.2 s,0,80 ms,0.5 s,0.5 s,499,03/30/2024
https://www.theperfectlawn.com/blog/artificial-grass/,100,96,100,100,0.4 s,0.5 s,0,70 ms,0.5 s,0.5 s,595,99,100,100,100,0.2 s,0.3 s,0,70 ms,0.5 s,0.5 s,595,03/30/2024
